,info,infoHeilights,course,yearlyPkgAvg,rank,cutoff
"Mrinalini Datta Mahavidyapith, Kolkata",None,,"{'BA': {'duration': '3 Years', 'fees': '10.14 K'}, 'B.Sc': {'duration': '3 Years', 'fees': '9.33 K'}, 'B.Com': {'duration': '3 Years', 'fees': '7.98 K'}, 'BA Bengali Hons': {'duration': '3 Years', 'fees': '11.04 K'}, 'BA Education Hons': {'duration': '3 Years', 'fees': '11.04 K'}, 'B.Com Accountancy Hons': {'duration': '3 Years', 'fees': '8.88 K'}, 'B.Sc Geography Hons': {'duration': '3 Years', 'fees': '22.83 K'}, 'BA History Hons': {'duration': '3 Years', 'fees': '11.04 K'}, 'BA Philosophy Hons': {'duration': '3 Years', 'fees': '11.04 K'}, 'BA Political Science Hons': {'duration': '3 Years', 'fees': '11.04 K'}, 'BA Sanskrit Hons': {'duration': '3 Years', 'fees': '11.04 K'}, 'BA Journalism and Mass Communication Hons': {'duration': '3 Years', 'fees': '21.84 K'}, 'B.Sc Anthropology Hons': {'duration': '3 Years', 'fees': '19.23 K'}, 'BA English Hons': {'duration': '3 Years', 'fees': '11.04 K'}, 'BA Sociology Hons': {'duration': '3 Years', 'fees': '11.04 K'}, 'B.Sc Botany Hons': {'duration': '3 Years', 'fees': '22.83 K'}, 'B.Sc Mathematics Hons': {'duration': '3 Years', 'fees': '10.23 K'}, 'B.Sc Chemistry Hons': {'duration': '3 Years', 'fees': '22.83 K'}, 'B.Sc Computer Science Hons': {'duration': '3 Years', 'fees': '23.37 K'}, 'B.Sc Physics Hons': {'duration': '3 Years', 'fees': '19.77 K'}, 'B.Sc Zoology Hons': {'duration': '3 Years', 'fees': '22.83 K'}, 'B.Sc Economics Hons': {'duration': '3 Years', 'fees': '10.23 K'}}","{'averagePackage': {}, 'topRecruiters': {}}",{},
"Ramakrishna Sarada Mission Vivekananda Vidyabhavan, Kolkata",None,,"{'BA Bengali Hons': {'duration': '3 Years', 'fees': '13.07 K'}, 'BA Philosophy Hons': {'duration': '3 Years', 'fees': '13.07 K'}, 'BA Sanskrit Hons': {'duration': '3 Years', 'fees': '13.07 K'}, 'BA Education Hons': {'duration': '3 Years', 'fees': '13.07 K'}, 'BA History Hons': {'duration': '3 Years', 'fees': '13.07 K'}, 'BA Political Science Hons': {'duration': '3 Years', 'fees': '13.07 K'}, 'BA English Hons': {'duration': '3 Years', 'fees': '13.07 K'}, 'BA Journalism and Mass Communication Hons': {'duration': '3 Years', 'fees': '16.67 K'}, 'BA Sociology Hons': {'duration': '3 Years', 'fees': '13.07 K'}, 'B.Sc Economics Hons': {'duration': '3 Years', 'fees': '14.33 K'}, 'B.Sc': {'duration': '3 Years', 'fees': '13.43 K'}, 'B.Sc Geography Hons': {'duration': '3 Years', 'fees': '17.93 K'}, 'BA': {'duration': '3 Years', 'fees': '12.17 K'}, 'BA Economics Hons': {'duration': '3 Years', 'fees': '14.33 K'}}","{'averagePackage': {}, 'topRecruiters': {}}",{},
"Rishi Bankim Chandra College, Naihati",None,,"{'B.Com': {'duration': '3 Years', 'fees': None}, 'B.Com Accountancy and Finance Hons': {'duration': '3 Years', 'fees': None}, 'B.Sc': {'duration': '3 Years', 'fees': None}, 'B.Sc Botany Hons': {'duration': '3 Years', 'fees': None}, 'B.Sc Chemistry Hons': {'duration': '3 Years', 'fees': None}, 'B.Sc Computer Application Hons': {'duration': '3 Years', 'fees': None}, 'B.Sc Economics Hons': {'duration': '3 Years', 'fees': None}, 'B.Sc Electronics Hons': {'duration': '3 Years', 'fees': None}, 'B.Sc Mathematics Hons': {'duration': '3 Years', 'fees': None}, 'B.Sc Microbiology Hons': {'duration': '3 Years', 'fees': None}, 'B.Sc Physics Hons': {'duration': '3 Years', 'fees': None}, 'B.Sc Zoology Hons': {'duration': '3 Years', 'fees': None}, 'BA': {'duration': '3 Years', 'fees': None}, 'BA Bengali Hons': {'duration': '3 Years', 'fees': None}, 'BA English Hons': {'duration': '3 Years', 'fees': None}, 'BA Hindi Hons': {'duration': '3 Years', 'fees': None}, 'BA History Hons': {'duration': '3 Years', 'fees': None}, 'BA Journalism and Mass Communication Hons': {'duration': '3 Years', 'fees': None}, 'BA Philosophy Hons': {'duration': '3 Years', 'fees': None}, 'BA Political Science Hons': {'duration': '3 Years', 'fees': None}, 'BA Sanskrit Hons': {'duration': '3 Years', 'fees': None}, 'BA Urdu Hons': {'duration': '3 Years', 'fees': None}, 'M.Sc Zoology': {'duration': '2 Years', 'fees': None}, 'MA English': {'duration': '2 Years', 'fees': None}}","{'averagePackage': {}, 'topRecruiters': {}}",{},
"Rishi Bankim Chandra College for Women, Naihati",None,,"{'BA': {'duration': '3 Years', 'fees': '8.04 K'}, 'B.Sc': {'duration': '3 Years', 'fees': '14.16 K'}, 'BA Bengali Hons': {'duration': '3 Years', 'fees': '12.99 K'}, 'BA English Hons': {'duration': '3 Years', 'fees': '8.56 K'}, 'BA Philosophy Hons': {'duration': '3 Years', 'fees': '8.56 K'}, 'BA History Hons': {'duration': '3 Years', 'fees': '8.56 K'}, 'BA Political Science Hons': {'duration': '3 Years', 'fees': '8.56 K'}, 'BA Urdu': {'duration': '3 Years', 'fees': '9.39 K'}, 'BA Hindi Hons': {'duration': '3 Years', 'fees': '12.81 K'}, 'B.Sc Geography Hons': {'duration': '3 Years', 'fees': '12.31 K'}, 'B.Sc Zoology Hons': {'duration': '3 Years', 'fees': '13.04 K'}, 'BA Journalism and Mass Communication': {'duration': '3 Years', 'fees': '11.64 K'}, 'BA Sanskrit Hons': {'duration': '3 Years', 'fees': '9.91 K'}, 'B.Sc Botany Hons': {'duration': '3 Years', 'fees': '13.04 K'}, 'B.Sc Chemistry Hons': {'duration': '3 Years', 'fees': '11.05 K'}, 'BA Journalism and Mass Communication Hons': {'duration': '3 Years', 'fees': '20.97 K'}, 'B.Sc Mathematics Hons': {'duration': '3 Years', 'fees': '11.78 K'}, 'BA Education Hons': {'duration': '3 Years', 'fees': '10.37 K'}, 'B.Sc Food and Nutrition': {'duration': '3 Years', 'fees': '14.16 K'}, 'B.Sc Physiology': {'duration': '3 Years', 'fees': '14.16 K'}, 'BA Geography Hons': {'duration': '3 Years', 'fees': None}}","{'averagePackage': {}, 'topRecruiters': {}}",{},
"Vivekananda College, Madhyamgram",None,,"{'B.Sc': {'duration': '3 Years', 'fees': None}, 'BA Bengali Hons': {'duration': '3 Years', 'fees': None}, 'BA History Hons': {'duration': '3 Years', 'fees': None}, 'BA Education Hons': {'duration': '3 Years', 'fees': '13.84 K'}, 'B.Sc Geography Hons': {'duration': '3 Years', 'fees': '19.12 K'}, 'BA Geography Hons': {'duration': '3 Years', 'fees': '19.12 K'}, 'BA Political Science Hons': {'duration': '3 Years', 'fees': None}, 'BA English Hons': {'duration': '3 Years', 'fees': None}, 'BA Philosophy Hons': {'duration': '3 Years', 'fees': None}, 'BA Journalism and Mass Communication Hons': {'duration': '3 Years', 'fees': '16.60 K'}, 'B.Sc Computer Science Hons': {'duration': '3 Years', 'fees': '19.12 K'}, 'B.Sc Mathematics Hons': {'duration': '3 Years', 'fees': None}, 'B.Sc Physics Hons': {'duration': '3 Years', 'fees': '19.12 K'}, 'BA': {'duration': '3 Years', 'fees': None}, 'M.Sc Geography': {'duration': '2 Years', 'fees': None}, 'MA Bengali': {'duration': '2 Years', 'fees': None}, 'MA Education': {'duration': '2 Years', 'fees': None}, 'MA History': {'duration': '2 Years', 'fees': None}}","{'averagePackage': {}, 'topRecruiters': {}}",{},
"Chhotu Ram Arya College, Sonepat",None,,"{'MA Geography Self Financed': {'duration': '2 Years', 'fees': '4.61 K'}, 'MA Political Science Self Finances': {'duration': '2 Years', 'fees': '4.61 K'}, 'MA English': {'duration': '2 Years', 'fees': '4.61 K'}, 'M.Com': {'duration': '2 Years', 'fees': '5.01 K'}, 'B.Com': {'duration': '3 Years', 'fees': None}, 'B.Lib.I.Sc Self Finance': {'duration': None, 'fees': '11.79 K'}, 'B.Sc Computer Science': {'duration': '3 Years', 'fees': None}, 'B.Sc Medical': {'duration': '3 Years', 'fees': None}, 'B.Sc Non Medical': {'duration': '3 Years', 'fees': None}, 'BA': {'duration': '3 Years', 'fees': None}, 'BBA Self Finance': {'duration': '3 Years', 'fees': '39.28 K'}, 'BCA Self Finance': {'duration': '3 Years', 'fees': '51.98 K'}, 'PGD Journalism and Mass Communication Self Finance': {'duration': None, 'fees': '14.20 K'}}","{'averagePackage': {}, 'topRecruiters': {}}",{},
"Aishwarya College, Jodhpur",None,,"{'B.Com': {'duration': '3 Years', 'fees': None}, 'B.Com Accountancy Hons': {'duration': '3 Years', 'fees': None}, 'B.Lib.Sc': {'duration': None, 'fees': None}, 'B.Sc-Chemistry Botany and Zoology': {'duration': '3 Years', 'fees': None}, 'B.Sc-Physics Chemistry and Mathematics': {'duration': '3 Years', 'fees': None}, 'B.Sc-Physics Mathematics and Computer Science': {'duration': '3 Years', 'fees': None}, 'BA': {'duration': '3 Years', 'fees': None}, 'Bachelor of Journalism': {'duration': '3 Years', 'fees': None}, 'BBA': {'duration': '3 Years', 'fees': None}, 'BCA': {'duration': '3 Years', 'fees': None}, 'M.Com Business Administration': {'duration': '2 Years', 'fees': None}, 'M.Lib.Sc': {'duration': None, 'fees': None}, 'M.Sc Computer Science': {'duration': '2 Years', 'fees': None}, 'MA Hindi': {'duration': '2 Years', 'fees': None}, 'MA History': {'duration': '2 Years', 'fees': None}, 'MA Political Science': {'duration': '2 Years', 'fees': None}, 'Master of Journalism': {'duration': '2 Years', 'fees': None}, 'MBA': {'duration': '2 Years', 'fees': None}, 'MBA Hindi': {'duration': '2 Years', 'fees': None}, 'MCA': {'duration': '3 Years', 'fees': None}, 'MSW': {'duration': '2 Years', 'fees': None}, 'PGDCA': {'duration': None, 'fees': None}, 'PGDEM and FP': {'duration': None, 'fees': None}, 'PGDJMC': {'duration': None, 'fees': None}}","{'averagePackage': {}, 'topRecruiters': {}}",{},
"Agrasen Mahavidyalaya, Raipur",None,,"{'B.Com': {'duration': '3 Years', 'fees': None}, 'BA Journalism and Mass Communication': {'duration': '3 Years', 'fees': None}, 'PGDCA': {'duration': None, 'fees': None}, 'BCA': {'duration': '3 Years', 'fees': None}, 'Diploma in Computer Hardware Technology': {'duration': None, 'fees': None}, 'BBA': {'duration': '3 Years', 'fees': None}, 'DCA': {'duration': None, 'fees': None}, 'PGD Yoga Education and Philosophy': {'duration': None, 'fees': None}, 'MSW': {'duration': '2 Years', 'fees': None}, 'M.Com': {'duration': '2 Years', 'fees': None}, 'PGD Journalism': {'duration': None, 'fees': None}}","{'averagePackage': {}, 'topRecruiters': {}}",{},
"Markham College of Commerce, Hazaribag",None,,"{'B.Com Taxation Law and Practices Vocational': {'duration': '3 Years', 'fees': None}, 'BA Journalism and Mass Communication Vocational': {'duration': '3 Years', 'fees': None}, 'BBA Vocational': {'duration': '3 Years', 'fees': '87.90 K'}, 'B.Com': {'duration': '3 Years', 'fees': None}, 'B.Lib.I.Sc Vocational': {'duration': None, 'fees': None}, 'B.Sc': {'duration': '3 Years', 'fees': None}, 'BA': {'duration': '3 Years', 'fees': None}, 'BCA Vocational': {'duration': '3 Years', 'fees': None}, 'M.Com': {'duration': '2 Years', 'fees': None}, 'MA Economics': {'duration': '2 Years', 'fees': None}, 'MA Geography': {'duration': '2 Years', 'fees': None}, 'MA Hindi': {'duration': '2 Years', 'fees': None}, 'MA History': {'duration': '2 Years', 'fees': None}, 'MA Political Science': {'duration': '2 Years', 'fees': None}, 'MA Psychology': {'duration': '2 Years', 'fees': None}}","{'averagePackage': {}, 'topRecruiters': {}}",{},
"NYSASDRI School of Journalism and Social Work, Dhenkanal",None,,"{'MA Journalism and Mass Communication': {'duration': '2 Years', 'fees': None}, 'MSW': {'duration': '2 Years', 'fees': None}}","{'averagePackage': {}, 'topRecruiters': {}}",{},
"Sambad School of Media and Culture, Bhubaneswar",None,,"{'MA Journalism and Mass Communication': {'duration': '2 Years', 'fees': None}}","{'averagePackage': {}, 'topRecruiters': {}}",{},
"Ramaiah Institute of Business Studies, Bangalore",None,,"{'BBA': {'duration': '3 Years', 'fees': None}, 'B.Com': {'duration': '3 Years', 'fees': None}, 'BCA': {'duration': '3 Years', 'fees': None}, 'M.Com': {'duration': '2 Years', 'fees': None}, 'M.Com Finance and Accounting': {'duration': '2 Years', 'fees': None}, 'M.Com International Business': {'duration': '2 Years', 'fees': None}, 'MA Journalism': {'duration': '2 Years', 'fees': None}}","{'averagePackage': {}, 'topRecruiters': {}}",{},
"Shashib College, Bangaluru",None,,"{'BBA': {'duration': '3 Years', 'fees': None}, 'B.Com': {'duration': '3 Years', 'fees': None}, 'BCA': {'duration': '3 Years', 'fees': None}, 'B.B.M': {'duration': '3 Years', 'fees': None}, 'B.Sc Fashion Apparel Design': {'duration': '3 Years', 'fees': None}, 'BA Journalism': {'duration': '3 Years', 'fees': None}}","{'averagePackage': {}, 'topRecruiters': {}}",{},
"NSHM College of Management and Technology, Kolkata",None,,"{'B.Sc Media Science': {'duration': '3 Years', 'fees': None}, 'BBA': {'duration': '3 Years', 'fees': None}, 'BCA': {'duration': '3 Years', 'fees': None}, 'B.Optom': {'duration': '4 Years', 'fees': None}, 'B.Sc Fashion Design and Management': {'duration': '3 Years', 'fees': None}, 'B.Sc Multimedia Animation and Graphics Design': {'duration': '3 Years', 'fees': None}, 'BBA Hospital Management': {'duration': '3 Years', 'fees': None}, 'BBA Supply Chain Management': {'duration': '3 Years', 'fees': None}, 'BHM': {'duration': '3 Years', 'fees': None}, 'M.Sc Media Science': {'duration': '2 Years', 'fees': None}, 'M.Sc Computer Science': {'duration': '2 Years', 'fees': None}}","{'averagePackage': {}, 'topRecruiters': {}}",{},
"Indira Gandhi Mahila Mahavidyalaya, Kaithal",None,,"{'BA': {'duration': '3 Years', 'fees': None}, 'B.Com': {'duration': '3 Years', 'fees': None}, 'B.Sc Non Medical': {'duration': '3 Years', 'fees': None}, 'B.Sc Computer Science': {'duration': '3 Years', 'fees': None}, 'B.Sc Medical': {'duration': '3 Years', 'fees': None}, 'M.Com': {'duration': '2 Years', 'fees': None}, 'M.Sc Mathematics': {'duration': '2 Years', 'fees': None}, 'MA English': {'duration': '2 Years', 'fees': None}, 'BA Mass Communication': {'duration': '3 Years', 'fees': None}, 'BCA': {'duration': '3 Years', 'fees': None}, 'MA Economics': {'duration': '2 Years', 'fees': None}, 'PGDCA': {'duration': None, 'fees': None}}","{'averagePackage': {}, 'topRecruiters': {}}",{},
"Guru Nanak Girls College, Yamuna Nagar",None,,"{'B.Com': {'duration': '3 Years', 'fees': None}, 'BBA': {'duration': '3 Years', 'fees': None}, 'B.Com Computer Applications Vocational': {'duration': '3 Years', 'fees': None}, 'B.Com Hons': {'duration': '3 Years', 'fees': None}, 'B.Sc Non Medical': {'duration': '3 Years', 'fees': None}, 'M.Com': {'duration': '2 Years', 'fees': None}, 'M.Sc Home Science in Clothing and Textile': {'duration': '2 Years', 'fees': None}, 'M.Sc Home Science in Food and Nutrition': {'duration': '2 Years', 'fees': None}, 'M.Sc Home Science in Human Development': {'duration': '2 Years', 'fees': None}, 'B.Sc B.Ed Integrated': {'duration': '4 Years', 'fees': None}, 'BA B.Ed Integrated': {'duration': '4 Years', 'fees': None}, 'B.Sc Computer Applications': {'duration': '3 Years', 'fees': None}, 'B.Sc Computer Science': {'duration': '3 Years', 'fees': None}, 'BCA': {'duration': '3 Years', 'fees': None}, 'B.Sc Fashion Designing': {'duration': '3 Years', 'fees': None}, 'B.Sc Home Science': {'duration': '3 Years', 'fees': None}, 'M.Sc Mathematics': {'duration': '2 Years', 'fees': None}, 'MA English': {'duration': '2 Years', 'fees': None}, 'MA Punjabi': {'duration': '2 Years', 'fees': None}, 'B.Com Foreign Trade, Practices and Procedures Vocational': {'duration': '3 Years', 'fees': None}, 'B.Sc Biotechnology': {'duration': '3 Years', 'fees': None}, 'B.Sc Clinical Nutrition and Dietetics': {'duration': '3 Years', 'fees': None}, 'B.Sc Medical': {'duration': '3 Years', 'fees': None}, 'B.Sc Multimedia': {'duration': '3 Years', 'fees': None}, 'M.Sc Computer Science': {'duration': '2 Years', 'fees': None}, 'MA Economics': {'duration': '2 Years', 'fees': None}, 'MA History': {'duration': '2 Years', 'fees': None}, 'MA Music Instrumental': {'duration': '2 Years', 'fees': None}, 'MA Music Vocal': {'duration': '2 Years', 'fees': None}, 'MA Political Science': {'duration': '2 Years', 'fees': None}}","{'averagePackage': {}, 'topRecruiters': {}}",{},
"Nehru Arts and Science College, Coimbatore",Contact: ,,"{'B.Com Banking': {'duration': '3 Years', 'fees': None}, 'B.Com Computer Applications': {'duration': '3 Years', 'fees': None}, 'B.Com E-Commerce': {'duration': '3 Years', 'fees': None}, 'B.Com Information Technology': {'duration': '3 Years', 'fees': None}, 'B.Com Professional Accounting': {'duration': '3 Years', 'fees': None}, 'B.Sc Biochemistry with Nanotechnology': {'duration': '3 Years', 'fees': None}, 'B.Sc Biotechnology': {'duration': '3 Years', 'fees': None}, 'B.Sc Catering Science and Hotel Management': {'duration': '3 Years', 'fees': None}, 'B.Sc Computer Science': {'duration': '3 Years', 'fees': None}, 'B.Sc Computer Technology': {'duration': '3 Years', 'fees': None}, 'B.Sc Costume Design and Fashion': {'duration': '3 Years', 'fees': None}, 'B.Sc Electronics and Communication Systems': {'duration': '3 Years', 'fees': None}, 'B.Sc Information Technology': {'duration': '3 Years', 'fees': None}, 'B.Sc Mathematics': {'duration': '3 Years', 'fees': None}, 'B.Sc Mathematics with Computer Applications': {'duration': '3 Years', 'fees': None}, 'B.Sc Microbiology': {'duration': '3 Years', 'fees': None}, 'B.Sc Microbiology with Nanotechnology': {'duration': '3 Years', 'fees': None}, 'B.Sc Physics': {'duration': '3 Years', 'fees': None}, 'B.Sc Visual Communication': {'duration': '3 Years', 'fees': None}, 'BA English': {'duration': '3 Years', 'fees': None}, 'BBA Business Analytics': {'duration': '3 Years', 'fees': None}, 'BBA Computer Applications': {'duration': '3 Years', 'fees': None}, 'BBA International Business': {'duration': '3 Years', 'fees': None}, 'BBA Retail Management': {'duration': '3 Years', 'fees': None}, 'BCA': {'duration': '3 Years', 'fees': None}, 'M.Com Finance and Control': {'duration': '2 Years', 'fees': None}, 'M.Phil Biotechnology': {'duration': '2 Years', 'fees': None}, 'M.Phil Biotechnology Part Time': {'duration': '2 Years', 'fees': None}, 'M.Phil Commerce': {'duration': '2 Years', 'fees': None}, 'M.Phil Commerce Part Time': {'duration': '2 Years', 'fees': None}}","{'averagePackage': {}, 'topRecruiters': {}}",{},
"Sasurie College of Arts and Science, Tirupur",None,,"{'B.Ed': {'duration': '2 Years', 'fees': None}, 'B.Com': {'duration': '3 Years', 'fees': None}, 'B.Com Computer Applications': {'duration': '3 Years', 'fees': None}, 'B.Com Professional Accounting': {'duration': '3 Years', 'fees': None}, 'B.Sc Computer Science': {'duration': '3 Years', 'fees': None}, 'B.Sc Costume Designing and Fashion': {'duration': '3 Years', 'fees': None}, 'B.Sc Information Technology': {'duration': '3 Years', 'fees': None}, 'B.Sc Mathematics': {'duration': '3 Years', 'fees': None}, 'B.Sc Physics': {'duration': '3 Years', 'fees': None}, 'B.Sc Visual Communication': {'duration': '3 Years', 'fees': None}, 'BA': {'duration': '3 Years', 'fees': None}, 'BBA': {'duration': '3 Years', 'fees': None}, 'BBA Computer Applications': {'duration': '3 Years', 'fees': None}, 'BCA': {'duration': '3 Years', 'fees': None}, 'M.Com Computer Applications': {'duration': '2 Years', 'fees': None}, 'M.Phil Commerce': {'duration': '2 Years', 'fees': None}, 'M.Phil Computer Science': {'duration': '2 Years', 'fees': None}, 'M.Sc Computer Sciences': {'duration': '2 Years', 'fees': None}, 'M.Sc Mathematics': {'duration': '2 Years', 'fees': None}, 'MA English': {'duration': '2 Years', 'fees': None}, 'Ph.D Commerce': {'duration': '6 Years', 'fees': None}, 'Ph.D Computer Science': {'duration': '6 Years', 'fees': None}}","{'averagePackage': {}, 'topRecruiters': {}}",{},
